公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,核减,治愈核减,死亡核减
3月15日,地区级,浙江,嘉兴,,,,,,
3月15日,地区级,浙江,绍兴,,,,,,
3月15日,地区级,浙江,金华,,,,,,
3月15日,地区级,浙江,衢州,,,,,,
3月15日,地区级,浙江,舟山,,,,,,
3月15日,地区级,浙江,台州,,,,,,
3月15日,地区级,浙江,丽水,,,,,,
3月15日,地区级,浙江,省十里丰监狱,,,,,,
3月15日,地区级,浙江,境外输入,,,,,,
3月15日,省级,浙江,,,2,,,,
3月15日,地区级,黑龙江,哈尔滨,,1,,,,
3月15日,地区级,黑龙江,齐齐哈尔,,,,,,
3月15日,地区级,黑龙江,鸡西,,,,,,
3月15日,地区级,黑龙江,鹤岗,,,,,,
3月15日,地区级,黑龙江,双鸭山,,,,,,
3月15日,地区级,黑龙江,大庆,,,,,,
3月15日,地区级,黑龙江,伊春,,,,,,
3月15日,地区级,黑龙江,佳木斯,,,,,,
3月15日,地区级,黑龙江,七台河,,,,,,
3月15日,地区级,黑龙江,牡丹江,,,,,,
3月15日,地区级,黑龙江,黑河,,,,,,
3月15日,地区级,黑龙江,绥化,,,,,,
3月15日,地区级,黑龙江,大兴安岭,,,,,,
3月15日,省级,黑龙江,,,1,,,,
3月15日,地区级,吉林,长春,,,,,,
3月15日,地区级,吉林,吉林,,,,,,
3月15日,地区级,吉林,四平,,,,,,
3月15日,地区级,吉林,辽源,,,,,,
3月15日,地区级,吉林,通化,,1,,,,
3月15日,地区级,吉林,白山,,,,,,
3月15日,地区级,吉林,松原,,,,,,
3月15日,地区级,吉林,白城,,,,,,
3月15日,地区级,吉林,延边,,,,,,
3月15日,省级,吉林,,,1,,,,
3月15日,地区级,辽宁,沈阳,,,,,,
3月15日,地区级,辽宁,大连,,1,,,,
3月15日,地区级,辽宁,鞍山,,,,,,
3月15日,地区级,辽宁,抚顺,,,,,,
3月15日,地区级,辽宁,本溪,,,,,,
3月15日,地区级,辽宁,丹东,,,,,,
3月15日,地区级,辽宁,锦州,,,,,,
3月15日,地区级,辽宁,营口,,,,,,
3月15日,地区级,辽宁,阜新,,,,,,
3月15日,地区级,辽宁,辽阳,,,,,,
3月15日,地区级,辽宁,盘锦,,,,,,
3月15日,地区级,辽宁,铁岭,,,,,,
3月15日,地区级,辽宁,朝阳市,,,,,,
3月15日,地区级,辽宁,葫芦岛,,,,,,
3月15日,省级,辽宁,,,1,,,,
3月15日,国家级,,,16,838,14,,,
3月15日,地区级,台湾,台湾,6,,,,,
3月15日,省级,台湾,,6,,,,,
3月15日,地区级,香港,香港,7,3,,,,
3月15日,省级,香港,,7,3,,,,
3月15日,地区级,北京,东城,,,,,,
3月15日,地区级,北京,西城,,,,,,
3月15日,地区级,北京,朝阳,,,,,,
3月15日,地区级,北京,丰台,,,,,,
3月15日,地区级,北京,石景山,,,,,,
3月15日,地区级,北京,海淀,,,,,,
3月15日,地区级,北京,门头沟,,,,,,
3月15日,地区级,北京,房山,,,,,,
3月15日,地区级,北京,通州,,,,,,
3月15日,地区级,北京,顺义,,,,,,
3月15日,地区级,北京,昌平,,,,,,
3月15日,地区级,北京,大兴,,,,,,
3月15日,地区级,北京,怀柔,,,,,,
3月15日,地区级,北京,平谷,,,,,,
3月15日,地区级,北京,密云,,,,,,
3月15日,地区级,北京,延庆,,,,,,
3月15日,地区级,北京,外地来京,,,,,,
3月15日,地区级,北京,境外输入,4,,,,,
3月15日,地区级,北京,地区待确认,,5,,,,
3月15日,省级,北京,,4,5,,,,
3月15日,地区级,云南,昆明,,,,,,
3月15日,地区级,云南,西双版纳州,,,,,,
3月15日,地区级,云南,玉溪,,,,,,
3月15日,地区级,云南,昭通,,,,,,
3月15日,地区级,云南,曲靖,,,,,,
3月15日,地区级,云南,大理,,,,,,
3月15日,地区级,云南,保山,,,,,,
3月15日,地区级,云南,丽江,,,,,,
3月15日,地区级,云南,红河,,,,,,
3月15日,地区级,云南,德宏州,,,,,,
3月15日,地区级,云南,楚雄州,,,,,,
3月15日,地区级,云南,普洱,,,,,,
3月15日,地区级,云南,文山州,,,,,,
3月15日,地区级,云南,临沧,,,,,,
3月15日,地区级,云南,地区待确认,,,,,,
3月15日,地区级,云南,境外输入,1,,,,,
3月15日,省级,云南,,1,,,,,
3月15日,地区级,甘肃,兰州,,,,,,
3月15日,地区级,甘肃,嘉峪关,,,,,,
3月15日,地区级,甘肃,金昌,,,,,,
3月15日,地区级,甘肃,白银,,,,,,
3月15日,地区级,甘肃,天水,,,,,,
3月15日,地区级,甘肃,武威,,,,,,
3月15日,地区级,甘肃,张掖,,,,,,
3月15日,地区级,甘肃,平凉,,,,,,
3月15日,地区级,甘肃,酒泉,,,,,,
3月15日,地区级,甘肃,庆阳,,,,,,
3月15日,地区级,甘肃,定西,,,,,,
3月15日,地区级,甘肃,陇南,,,,,,
3月15日,地区级,甘肃,临夏,,,,,,
3月15日,地区级,甘肃,甘南州,,,,,,
3月15日,地区级,甘肃,地区待确认,,,,,,
3月15日,地区级,甘肃,境外输入,1,,,,,
3月15日,省级,甘肃,,1,,,,,
3月16日,地区级,澳门,澳门,1,,,,,
3月16日,省级,澳门,,1,,,,,
3月16日,国家级,,,21,930,13,,,
3月16日,地区级,台湾,台湾,8,2,,,,
3月16日,省级,台湾,,8,2,,,,
3月16日,地区级,香港,香港,9,4,,,,
3月16日,省级,香港,,9,4,,,,
3月16日,地区级,河北,沧州,,,,,,
3月16日,地区级,河北,唐山,,,,,,
3月16日,地区级,河北,张家口,,,,,,
3月16日,地区级,河北,保定,,,,,,
3月16日,地区级,河北,邯郸,,,,,,
3月16日,地区级,河北,廊坊,,,,,,
3月16日,地区级,河北,石家庄,,,,,,
3月16日,地区级,河北,邢台,,,,,,
3月16日,地区级,河北,秦皇岛,,,,,,
3月16日,地区级,河北,衡水,,,,,,
3月16日,地区级,河北,承德,,,,,,
3月16日,地区级,河北,地区待确认,,,,,,
3月16日,省级,河北,,,,,,,
3月16日,地区级,河南,信阳,,,,,,
3月16日,地区级,河南,南阳,,,,,,
3月16日,地区级,河南,郑州,,,,,,
3月16日,地区级,河南,驻马店,,,,,,
3月16日,地区级,河南,商丘,,,,,,
3月16日,地区级,河南,周口,,,,,,
3月16日,地区级,河南,平顶山,,,,,,
3月16日,地区级,河南,新乡,,,,,,
3月16日,地区级,河南,安阳,,,,,,
3月16日,地区级,河南,许昌,,,,,,
3月16日,地区级,河南,漯河,,,,,,
3月16日,地区级,河南,洛阳,,,,,,
3月16日,地区级,河南,焦作,,,,,,
3月16日,地区级,河南,开封,,,,,,
3月16日,地区级,河南,鹤壁,,,,,,
3月16日,地区级,河南,濮阳,,,,,,
3月16日,地区级,河南,三门峡,,,,,,
3月16日,地区级,河南,济源示范区,,,,,,
3月16日,地区级,河南,地区待确认,,,,,,
3月16日,地区级,河南,境外输入,,,,,,
3月16日,省级,河南,,,,,,,
3月16日,地区级,浙江,杭州,,,,,,
3月16日,地区级,浙江,宁波,,,,,,
3月16日,地区级,浙江,温州,,2,,,,
3月16日,地区级,浙江,湖州,,,,,,
3月16日,地区级,浙江,嘉兴,,,,,,
3月16日,地区级,浙江,绍兴,,1,,,,
3月16日,地区级,浙江,金华,,,,,,
3月16日,地区级,浙江,衢州,,,,,,
3月16日,地区级,浙江,舟山,,,,,,
3月16日,地区级,浙江,台州,,,,,,
3月16日,地区级,浙江,丽水,,,,,,
3月16日,地区级,浙江,省十里丰监狱,,,,,,
3月16日,地区级,浙江,境外输入,1,,,,,
3月16日,省级,浙江,,1,3,,,,
3月16日,地区级,宁夏,银川,,1,,,,
3月16日,地区级,宁夏,吴忠,,,,,,
3月16日,地区级,宁夏,固原,,,,,,
3月16日,地区级,宁夏,中卫,,,,,,
3月16日,地区级,宁夏,宁东,,,,,,
3月16日,地区级,宁夏,石嘴山,,,,,,
3月16日,地区级,宁夏,境外输入,,1,,,,
3月16日,省级,宁夏,,,2,,,,
3月16日,地区级,四川,成都,,4,,,,
3月16日,地区级,四川,自贡,,,,,,
3月16日,地区级,四川,攀枝花,,,,,,
3月16日,地区级,四川,泸州,,,,,,
3月16日,地区级,四川,德阳,,,,,,
3月16日,地区级,四川,绵阳,,,,,,
3月16日,地区级,四川,广元,,,,,,
3月16日,地区级,四川,遂宁,,,,,,
3月16日,地区级,四川,内江,,,,,,
3月16日,地区级,四川,乐山,,,,,,
3月16日,地区级,四川,南充,,,,,,
3月16日,地区级,四川,宜宾,,,,,,
3月16日,地区级,四川,广安,,,,,,
3月16日,地区级,四川,达州,,,,,,
3月16日,地区级,四川,巴中,,,,,,
3月16日,地区级,四川,雅安,,,,,,
3月16日,地区级,四川,眉山,,,,,,
3月16日,地区级,四川,资阳,,,,,,
3月16日,地区级,四川,阿坝,,,,,,
3月16日,地区级,四川,甘孜,,,,,,
3月16日,地区级,四川,凉山,,,,,,
3月16日,省级,四川,,,4,,,,
3月16日,地区级,甘肃,兰州,,,,,,
3月16日,地区级,甘肃,嘉峪关,,,,,,
3月16日,地区级,甘肃,金昌,,,,,,
3月16日,地区级,甘肃,白银,,,,,,
3月16日,地区级,甘肃,天水,,,,,,
3月16日,地区级,甘肃,武威,,,,,,
3月16日,地区级,甘肃,张掖,,,,,,
3月16日,地区级,甘肃,平凉,,,,,,
3月16日,地区级,甘肃,酒泉,,,,,,
3月16日,地区级,甘肃,庆阳,,,,,,
3月16日,地区级,甘肃,定西,,,,,,
3月16日,地区级,甘肃,陇南,,,,,,
3月16日,地区级,甘肃,临夏,,,,,,
3月16日,地区级,甘肃,甘南州,,,,,,
3月16日,地区级,甘肃,地区待确认,,,,,,
3月16日,地区级,甘肃,境外输入,,,,,,
3月16日,省级,甘肃,,,,,,,
3月16日,地区级,山西,太原,,,,,,
3月16日,地区级,山西,大同,,,,,,
3月16日,地区级,山西,阳泉,,,,,,
3月16日,地区级,山西,长治,,,,,,
3月16日,地区级,山西,晋城,,,,,,
3月16日,地区级,山西,朔州,,,,,,
3月16日,地区级,山西,晋中,,,,,,
3月16日,地区级,山西,运城,,,,,,
3月16日,地区级,山西,忻州,,,,,,
3月16日,地区级,山西,临汾,,,,,,
3月16日,地区级,山西,吕梁,,,,,,
3月16日,地区级,山西,地区待确认,,,,,,
3月16日,省级,山西,,,,,,,
3月16日,地区级,广西,南宁,,,,,,
3月16日,地区级,广西,柳州,,,,,,
3月16日,地区级,广西,桂林,,,,,,
3月16日,地区级,广西,梧州,,,,,,
3月16日,地区级,广西,北海,,,,,,
3月16日,地区级,广西,防城港,,,,,,
3月16日,地区级,广西,钦州,,,,,,
3月16日,地区级,广西,贵港,,,,,,
3月16日,地区级,广西,玉林,,,,,,
3月16日,地区级,广西,百色,,,,,,
3月16日,地区级,广西,贺州,,,,,,
3月16日,地区级,广西,河池,,,,,,
3月16日,地区级,广西,来宾,,1,,,,
3月16日,地区级,广西,境外输入,1,,,,,
3月16日,省级,广西,,1,1,,,,
3月16日,地区级,贵州,贵阳,,1,,,,
3月16日,地区级,贵州,六盘水,,,,,,
3月16日,地区级,贵州,铜仁,,,,,,
3月16日,地区级,贵州,黔东南州,,,,,,
3月16日,地区级,贵州,遵义,,,,,,
3月16日,地区级,贵州,安顺,,,,,,
3月16日,地区级,贵州,黔南州,,,,,,
3月16日,地区级,贵州,毕节,,,,,,
3月16日,地区级,贵州,黔西南州,,,,,,
3月16日,省级,贵州,,,1,,,,
3月16日,地区级,上海,外地来沪,,,,,,
3月16日,地区级,上海,徐汇,,,,,,
3月16日,地区级,上海,浦东,,,,,,
3月16日,地区级,上海,宝山,,,,,,
3月16日,地区级,上海,闵行,,,,,,
3月16日,地区级,上海,静安,,,,,,
3月16日,地区级,上海,松江,,,,,,
3月16日,地区级,上海,长宁,,,,,,
3月16日,地区级,上海,普陀,,,,,,
3月16日,地区级,上海,杨浦,,,,,,
3月16日,地区级,上海,嘉定,,,,,,
3月16日,地区级,上海,奉贤,,,,,,
3月16日,地区级,上海,虹口,,,,,,
3月16日,地区级,上海,黄浦,,,,,,
3月16日,地区级,上海,青浦,,,,,,
3月16日,地区级,上海,金山,,,,,,
3月16日,地区级,上海,崇明,,,,,,
3月16日,地区级,上海,地区待确认,,1,,,,
3月16日,地区级,上海,境外输入,3,,,,,
3月16日,省级,上海,,3,1,,,,
3月16日,地区级,黑龙江,哈尔滨,,1,,,,
3月16日,地区级,黑龙江,齐齐哈尔,,,,,,
3月16日,地区级,黑龙江,鸡西,,,,,,
3月16日,地区级,黑龙江,鹤岗,,,,,,
3月16日,地区级,黑龙江,双鸭山,,,,,,
3月16日,地区级,黑龙江,大庆,,,,,,
3月16日,地区级,黑龙江,伊春,,,,,,
3月16日,地区级,黑龙江,佳木斯,,,,,,
3月16日,地区级,黑龙江,七台河,,,,,,
3月16日,地区级,黑龙江,牡丹江,,,,,,
3月16日,地区级,黑龙江,黑河,,,,,,
3月16日,地区级,黑龙江,绥化,,1,,,,
3月16日,地区级,黑龙江,大兴安岭,,,,,,
3月16日,省级,黑龙江,,,2,,,,
3月16日,地区级,辽宁,沈阳,,,,,,
3月16日,地区级,辽宁,大连,,1,,,,
3月16日,地区级,辽宁,鞍山,,,,,,
3月16日,地区级,辽宁,抚顺,,,,,,
3月16日,地区级,辽宁,本溪,,,,,,
3月16日,地区级,辽宁,丹东,,2,,,,
3月16日,地区级,辽宁,锦州,,,,,,
3月16日,地区级,辽宁,营口,,,,,,
3月16日,地区级,辽宁,阜新,,,,,,
3月16日,地区级,辽宁,辽阳,,,,,,
3月16日,地区级,辽宁,盘锦,,,,,,
3月16日,地区级,辽宁,铁岭,,,,,,
3月16日,地区级,辽宁,朝阳市,,,,,,
3月16日,地区级,辽宁,葫芦岛,,2,,,,
3月16日,省级,辽宁,,,5,,,,
3月16日,地区级,内蒙古,通辽,,,,,,
3月16日,地区级,内蒙古,鄂尔多斯,,,,,,
3月16日,地区级,内蒙古,包头,,1,,,,
3月16日,地区级,内蒙古,赤峰,,,,,,
3月16日,地区级,内蒙古,巴彦淖尔,,,,,,
3月16日,地区级,内蒙古,锡林郭勒,,,,,,
3月16日,地区级,内蒙古,呼和浩特,,1,,,,
3月16日,地区级,内蒙古,呼伦贝尔,,,,,,
3月16日,地区级,内蒙古,乌兰察布,,,,,,
3月16日,地区级,内蒙古,兴安盟,,,,,,
3月16日,地区级,内蒙古,乌海,,,,,,
3月16日,省级,内蒙古,,,2,,,,
3月16日,地区级,西藏,拉萨,,,,,,
3月16日,省级,西藏,,,,,,,
3月16日,地区级,陕西,西安,,,1,,,
3月16日,地区级,陕西,宝鸡,,,,,,
3月16日,地区级,陕西,咸阳,,,,,,
3月16日,地区级,陕西,铜川,,,,,,
3月16日,地区级,陕西,渭南,,,,,,
3月16日,地区级,陕西,延安,,,,,,
3月16日,地区级,陕西,榆林,,,,,,
3月16日,地区级,陕西,汉中,,1,,,,
3月16日,地区级,陕西,安康,,,,,,
3月16日,地区级,陕西,商洛,,,,,,
3月16日,地区级,陕西,地区待确认,,,,,,
3月16日,地区级,陕西,境外输入,1,,,,,
3月16日,省级,陕西,,1,1,1,,,
3月16日,地区级,海南,海口,,,,,,
3月16日,地区级,海南,三亚,,,,,,
3月16日,地区级,海南,三沙,,,,,,
3月16日,地区级,海南,儋州,,1,,,,
3月16日,地区级,海南,五指山,,,,,,
3月16日,地区级,海南,琼海,,,,,,
3月16日,地区级,海南,文昌,,,,,,
3月16日,地区级,海南,万宁,,,,,,
3月16日,地区级,海南,东方,,,,,,
3月16日,地区级,海南,定安县,,,,,,
3月16日,地区级,海南,屯昌县,,,,,,
3月16日,地区级,海南,澄迈县,,,,,,
3月16日,地区级,海南,临高县,,,,,,
3月16日,地区级,海南,白沙县,,,,,,
3月16日,地区级,海南,昌江县,,,,,,
3月16日,地区级,海南,乐东,,,,,,
3月16日,地区级,海南,陵水县,,,,,,
3月16日,地区级,海南,保亭,,,,,,
3月16日,地区级,海南,琼中县,,,,,,
3月16日,省级,海南,,,1,,,,
3月16日,地区级,天津,宝坻区,,,,,,
3月16日,地区级,天津,河东区,,,,,,
3月16日,地区级,天津,河北区,,,,,,
3月16日,地区级,天津,和平区,,,,,,
3月16日,地区级,天津,河西区,,,,,,
3月16日,地区级,天津,宁河区,,,,,,
3月16日,地区级,天津,东丽区,,,,,,
3月16日,地区级,天津,西青区,,,,,,
3月16日,地区级,天津,南开区,,,,,,
3月16日,地区级,天津,滨海新区,,,,,,
3月16日,地区级,天津,红桥区,,,,,,
3月16日,地区级,天津,津南区,,,,,,
3月16日,地区级,天津,北辰区,,,,,,
3月16日,地区级,天津,武清区,,,,,,
3月16日,地区级,天津,外地来津,,,,,,
3月16日,省级,天津,,,,,,,
3月16日,地区级,云南,昆明,,,,,,
3月16日,地区级,云南,西双版纳州,,,,,,
3月16日,地区级,云南,玉溪,,,,,,
3月16日,地区级,云南,昭通,,,,,,
3月16日,地区级,云南,曲靖,,,,,,
3月16日,地区级,云南,大理,,,,,,
3月16日,地区级,云南,保山,,,,,,
3月16日,地区级,云南,丽江,,,,,,
3月16日,地区级,云南,红河,,,,,,
3月16日,地区级,云南,德宏州,,,,,,
3月16日,地区级,云南,楚雄州,,,,,,
3月16日,地区级,云南,普洱,,,,,,
3月16日,地区级,云南,文山州,,,,,,
3月16日,地区级,云南,临沧,,,,,,
3月16日,地区级,云南,地区待确认,,,,,,
3月16日,地区级,云南,境外输入,1,,,,,
3月16日,省级,云南,,1,,,,,
3月16日,地区级,北京,东城,,,,,,
3月16日,地区级,北京,西城,,,,,,
3月16日,地区级,北京,朝阳,,,,,,
3月16日,地区级,北京,丰台,,,,,,
3月16日,地区级,北京,石景山,,,,,,
3月16日,地区级,北京,海淀,,,,,,
3月16日,地区级,北京,门头沟,,,,,,
3月16日,地区级,北京,房山,,,,,,
3月16日,地区级,北京,通州,,,,,,
3月16日,地区级,北京,顺义,,,,,,
3月16日,地区级,北京,昌平,,,,,,
3月16日,地区级,北京,大兴,,,,,,
3月16日,地区级,北京,怀柔,,,,,,
3月16日,地区级,北京,平谷,,,,,,
3月16日,地区级,北京,密云,,,,,,
3月16日,地区级,北京,延庆,,,,,,
3月16日,地区级,北京,外地来京,,,,,,
3月16日,地区级,北京,境外输入,9,,,,,
3月16日,地区级,北京,地区待确认,,10,,,,
3月16日,省级,北京,,9,10,,,,
3月16日,地区级,广东,深圳,,,,,,
3月16日,地区级,广东,广州,,,,,,
3月16日,地区级,广东,珠海,,,,,,
3月16日,地区级,广东,佛山,,,,,,
3月16日,地区级,广东,东莞,,,,,,
3月16日,地区级,广东,中山,,,,,,
3月16日,地区级,广东,惠州,,,,,,
3月16日,地区级,广东,汕头,,,,,,
3月16日,地区级,广东,江门,,,,,,
3月16日,地区级,广东,湛江,,,,,,
3月16日,地区级,广东,肇庆,,,,,,
3月16日,地区级,广东,梅州,,,,,,
3月16日,地区级,广东,阳江,,,,,,
3月16日,地区级,广东,茂名,,,,,,
3月16日,地区级,广东,清远,,,,,,
3月16日,地区级,广东,韶关,,,,,,
3月16日,地区级,广东,揭阳,,,,,,
3月16日,地区级,广东,汕尾,,,,,,
3月16日,地区级,广东,潮州,,,,,,
3月16日,地区级,广东,河源,,,,,,
3月16日,地区级,广东,境外输入,3,,,,,
3月16日,地区级,广东,地区待确认,,1,,,,
3月16日,地区级,广东,地区待确认,,,,,,
3月16日,省级,广东,,3,1,,,,
3月16日,地区级,山东,济南,,,,,,
3月16日,地区级,山东,青岛,,,,,,
3月16日,地区级,山东,淄博,,1,,,,
3月16日,地区级,山东,枣庄,,,,,,
3月16日,地区级,山东,东营,,,,,,
3月16日,地区级,山东,烟台,,,,,,
3月16日,地区级,山东,潍坊,,,,,,
3月16日,地区级,山东,济宁,,,,,,
3月16日,地区级,山东,泰安,,,,,,
3月16日,地区级,山东,威海,,,,,,
3月16日,地区级,山东,日照,,,,,,
3月16日,地区级,山东,临沂,,,,,,
3月16日,地区级,山东,德州,,2,,,,
3月16日,地区级,山东,聊城,,,,,,
3月16日,地区级,山东,滨州,,,,,,
3月16日,地区级,山东,菏泽,,,,,,
3月16日,地区级,山东,任城监狱,,,,,,
3月16日,地区级,山东,境外输入,1,,,,,
3月16日,省级,山东,,1,3,,,,
3月16日,地区级,湖北,武汉,1,836,11,,,
3月16日,地区级,湖北,孝感,,12,,,,
3月16日,地区级,湖北,黄冈,,6,,,,
3月16日,地区级,湖北,随州,,,,,,
3月16日,地区级,湖北,荆州,,6,,,,
3月16日,地区级,湖北,襄阳,,1,,,,
3月16日,地区级,湖北,黄石,,10,,,,
3月16日,地区级,湖北,宜昌,,5,,,,
3月16日,地区级,湖北,荆门,,3,,,,
3月16日,地区级,湖北,鄂州,,5,,,,
3月16日,地区级,湖北,咸宁,,1,1,,,
3月16日,地区级,湖北,十堰,,4,,,,
3月16日,地区级,湖北,仙桃,,2,,,,
3月16日,地区级,湖北,天门,,,,,,
3月16日,地区级,湖北,恩施州,,1,,,,
3月16日,地区级,湖北,潜江,,1,,,,
3月16日,地区级,湖北,神农架,,,,,,
3月16日,地区级,湖北,监狱系统,,,,,,
3月16日,地区级,湖北,地区待确认,,,,,,
3月16日,省级,湖北,,1,893,12,,,
3月17日,地区级,内蒙古,通辽,,,,,,
3月17日,地区级,内蒙古,鄂尔多斯,,,,,,
3月17日,地区级,内蒙古,包头,,,,,,
3月17日,地区级,内蒙古,赤峰,,,,,,
3月17日,地区级,内蒙古,巴彦淖尔,,,,,,
3月17日,地区级,内蒙古,锡林郭勒,,,,,,
3月17日,地区级,内蒙古,呼和浩特,,,,,,
3月17日,地区级,内蒙古,呼伦贝尔,,,,,,
3月17日,地区级,内蒙古,乌兰察布,,,,,,
3月17日,地区级,内蒙古,兴安盟,,,,,,
3月17日,地区级,内蒙古,乌海,,,,,,
3月17日,省级,内蒙古,,,,,,,
3月17日,地区级,陕西,西安,,3,,,,
3月17日,地区级,陕西,宝鸡,,,,,,
3月17日,地区级,陕西,咸阳,,,,,,
3月17日,地区级,陕西,铜川,,,,,,
3月17日,地区级,陕西,渭南,,,,,,
3月17日,地区级,陕西,延安,,,,,,
3月17日,地区级,陕西,榆林,,,,,,
3月17日,地区级,陕西,汉中,,,,,,
3月17日,地区级,陕西,安康,,,,,,
3月17日,地区级,陕西,商洛,,,,,,
3月17日,地区级,陕西,地区待确认,,,,,,
3月17日,地区级,陕西,境外输入,,,,,,
3月17日,省级,陕西,,,3,,,,
3月17日,地区级,西藏,拉萨,,,,,,
3月17日,省级,西藏,,,,,,,
3月17日,地区级,山东,济南,,,,,,
3月17日,地区级,山东,青岛,,,,,,
3月17日,地区级,山东,淄博,,,,,,
3月17日,地区级,山东,枣庄,,,,,,
3月17日,地区级,山东,东营,,,,,,
3月17日,地区级,山东,烟台,,,,,,
3月17日,地区级,山东,潍坊,,,,,,
3月17日,地区级,山东,济宁,,,,,,
3月17日,地区级,山东,泰安,,,,,,
3月17日,地区级,山东,威海,,,,,,
3月17日,地区级,山东,日照,,,,,,
3月17日,地区级,山东,临沂,,,,,,
3月17日,地区级,山东,德州,,,,,,
3月17日,地区级,山东,聊城,,,,,,
3月17日,地区级,山东,滨州,,,,,,
3月17日,地区级,山东,菏泽,,,,,,
3月17日,地区级,山东,任城监狱,,,,,,
3月17日,地区级,山东,境外输入,,,,,,
3月17日,省级,山东,,,,,,,
3月17日,地区级,广西,南宁,,,,,,
3月17日,地区级,广西,柳州,,,,,,
3月17日,地区级,广西,桂林,,,,,,
3月17日,地区级,广西,梧州,,,,,,
3月17日,地区级,广西,北海,,2,,,,
3月17日,地区级,广西,防城港,,,,,,
3月17日,地区级,广西,钦州,,,,,,
3月17日,地区级,广西,贵港,,,,,,
3月17日,地区级,广西,玉林,,,,,,
3月17日,地区级,广西,百色,,,,,,
3月17日,地区级,广西,贺州,,,,,,
3月17日,地区级,广西,河池,,,,,,
3月17日,地区级,广西,来宾,,,,,,
3月17日,地区级,广西,境外输入,,,,,,
3月17日,省级,广西,,,2,,,,
3月17日,地区级,贵州,贵阳,,,,,,
3月17日,地区级,贵州,六盘水,,,,,,
3月17日,地区级,贵州,铜仁,,,,,,
3月17日,地区级,贵州,黔东南州,,,,,,
3月17日,地区级,贵州,遵义,,,,,,
3月17日,地区级,贵州,安顺,,,,,,
3月17日,地区级,贵州,黔南州,,,,,,
3月17日,地区级,贵州,毕节,,,,,,
3月17日,地区级,贵州,黔西南州,,,,,,
3月17日,省级,贵州,,,,,,,
3月17日,地区级,浙江,杭州,,,,,,
3月17日,地区级,浙江,宁波,,,,,,
3月17日,地区级,浙江,温州,,,,,,
3月17日,地区级,浙江,湖州,,,,,,
3月17日,地区级,浙江,嘉兴,,,,,,
3月17日,地区级,浙江,绍兴,,,,,,
3月17日,地区级,浙江,金华,,,,,,
3月17日,地区级,浙江,衢州,,,,,,
3月17日,地区级,浙江,舟山,,,,,,
3月17日,地区级,浙江,台州,,,,,,
3月17日,地区级,浙江,丽水,,,,,,
3月17日,地区级,浙江,省十里丰监狱,,,,,,
3月17日,地区级,浙江,境外输入,,,,,,
3月17日,省级,浙江,,,,,,,
3月17日,地区级,河北,沧州,,,,,,
3月17日,地区级,河北,唐山,,,,,,
3月17日,地区级,河北,张家口,,,,,,
3月17日,地区级,河北,保定,,,,,,
3月17日,地区级,河北,邯郸,,,,,,
3月17日,地区级,河北,廊坊,,,,,,
3月17日,地区级,河北,石家庄,,,,,,
3月17日,地区级,河北,邢台,,,,,,
3月17日,地区级,河北,秦皇岛,,,,,,
3月17日,地区级,河北,衡水,,,,,,
3月17日,地区级,河北,承德,,,,,,
3月17日,地区级,河北,地区待确认,,,,,,
3月17日,省级,河北,,,,,,,
3月17日,地区级,河南,信阳,,,,,,
3月17日,地区级,河南,南阳,,,,,,
3月17日,地区级,河南,郑州,,,,,,
3月17日,地区级,河南,驻马店,,,,,,
3月17日,地区级,河南,商丘,,,,,,
3月17日,地区级,河南,周口,,,,,,
3月17日,地区级,河南,平顶山,,,,,,
3月17日,地区级,河南,新乡,,,,,,
3月17日,地区级,河南,安阳,,,,,,
3月17日,地区级,河南,许昌,,,,,,
3月17日,地区级,河南,漯河,,,,,,
3月17日,地区级,河南,洛阳,,,,,,
3月17日,地区级,河南,焦作,,,,,,
3月17日,地区级,河南,开封,,,,,,
3月17日,地区级,河南,鹤壁,,,,,,
3月17日,地区级,河南,濮阳,,,,,,
3月17日,地区级,河南,三门峡,,,,,,
3月17日,地区级,河南,济源示范区,,,,,,
3月17日,地区级,河南,地区待确认,,,,,,
3月17日,省级,河南,,,,,,,
3月17日,地区级,天津,宝坻区,,,,,,
3月17日,地区级,天津,河东区,,,,,,
3月17日,地区级,天津,河北区,,,,,,
3月17日,地区级,天津,和平区,,,,,,
3月17日,地区级,天津,河西区,,,,,,
3月17日,地区级,天津,宁河区,,,,,,
3月17日,地区级,天津,东丽区,,,,,,
3月17日,地区级,天津,西青区,,,,,,
3月17日,地区级,天津,南开区,,,,,,
3月17日,地区级,天津,滨海新区,,,,,,
3月17日,地区级,天津,红桥区,,,,,,
3月17日,地区级,天津,津南区,,,,,,
3月17日,地区级,天津,北辰区,,,,,,
3月17日,地区级,天津,武清区,,,,,,
3月17日,地区级,天津,外地来津,,,,,,
3月17日,省级,天津,,,,,,,
3月17日,地区级,湖北,武汉,1,812,10,,,
3月17日,地区级,湖北,孝感,,19,1,,,
3月17日,地区级,湖北,黄冈,,23,,,,
3月17日,地区级,湖北,随州,,1,,,,
3月17日,地区级,湖北,荆州,,1,,,,
3月17日,地区级,湖北,襄阳,,2,,,,
3月17日,地区级,湖北,黄石,,3,,,,
3月17日,地区级,湖北,宜昌,,8,,,,
3月17日,地区级,湖北,荆门,,2,,,,
3月17日,地区级,湖北,鄂州,,10,,,,
3月17日,地区级,湖北,咸宁,,1,,,,
